epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
171,854.746,0.12137,0.93654,0.99781,0.16196,0.00439,0.00439,0.00439
172,859.064,0.13009,0.94311,1,0.19097,0.004357,0.004357,0.004357
173,863.47,0.1343,0.94092,0.99781,0.16825,0.004324,0.004324,0.004324
174,867.796,0.12009,0.9453,0.99781,0.21323,0.004291,0.004291,0.004291
175,872.203,0.10984,0.93654,0.99781,0.19556,0.004258,0.004258,0.004258
176,876.488,0.12708,0.95842,0.99781,0.17442,0.004225,0.004225,0.004225
177,881.741,0.12252,0.9256,0.99781,0.22442,0.004192,0.004192,0.004192
178,887.772,0.12457,0.94748,0.99781,0.1639,0.004159,0.004159,0.004159
179,892.232,0.09723,0.92341,0.99781,0.19316,0.004126,0.004126,0.004126
180,896.713,0.09539,0.89278,0.99781,0.32946,0.004093,0.004093,0.004093
181,901.177,0.11835,0.95186,1,0.17284,0.00406,0.00406,0.00406
182,905.661,0.10734,0.93873,1,0.19272,0.004027,0.004027,0.004027
183,910.186,0.11497,0.95186,1,0.1698,0.003994,0.003994,0.003994
184,914.54,0.1116,0.95624,0.99781,0.1542,0.003961,0.003961,0.003961
185,919,0.1162,0.95624,0.99781,0.14293,0.003928,0.003928,0.003928
186,925.327,0.10479,0.95624,0.99781,0.14951,0.003895,0.003895,0.003895
187,931.643,0.09795,0.92779,0.99781,0.23361,0.003862,0.003862,0.003862
188,937.493,0.12036,0.9453,0.99781,0.15713,0.003829,0.003829,0.003829
189,941.732,0.09653,0.95624,0.99781,0.15181,0.003796,0.003796,0.003796
190,946.019,0.09179,0.92998,0.99781,0.20942,0.003763,0.003763,0.003763
191,950.207,0.16708,0.95405,0.99781,0.13643,0.00373,0.00373,0.00373
192,954.605,0.11272,0.94748,0.99781,0.19858,0.003697,0.003697,0.003697
193,959.196,0.09721,0.9453,0.99781,0.18066,0.003664,0.003664,0.003664
194,963.982,0.14381,0.95842,0.99781,0.18887,0.003631,0.003631,0.003631
195,971.614,0.12065,0.95186,0.99781,0.22077,0.003598,0.003598,0.003598
196,978.288,0.11228,0.95842,0.99781,0.1647,0.003565,0.003565,0.003565
197,983.013,0.13924,0.9453,0.99781,0.19187,0.003532,0.003532,0.003532
198,995.979,0.19464,0.9453,0.99781,0.17339,0.003499,0.003499,0.003499
199,1000.62,0.11188,0.94748,0.99781,0.16204,0.003466,0.003466,0.003466
200,1007.14,0.0942,0.96718,0.99781,0.13737,0.003433,0.003433,0.003433
201,1011.87,0.11511,0.96061,0.99781,0.14327,0.0034,0.0034,0.0034
202,1016.62,0.09602,0.94311,0.99781,0.20076,0.003367,0.003367,0.003367
203,1022.39,0.11885,0.94311,0.99781,0.16609,0.003334,0.003334,0.003334
204,1028.54,0.20135,0.94092,0.99781,0.18564,0.003301,0.003301,0.003301
205,1034.03,0.08744,0.92123,0.99781,0.23914,0.003268,0.003268,0.003268
206,1038.58,0.10465,0.94092,0.99781,0.19054,0.003235,0.003235,0.003235
207,1044.24,0.09041,0.92123,0.99781,0.21255,0.003202,0.003202,0.003202
208,1050.1,0.09995,0.94748,0.99781,0.21106,0.003169,0.003169,0.003169
209,1054.89,0.12267,0.92341,0.99781,0.22479,0.003136,0.003136,0.003136
210,1059.56,0.09193,0.94092,0.99781,0.19532,0.003103,0.003103,0.003103
211,1065.66,0.08755,0.94748,0.99781,0.19195,0.00307,0.00307,0.00307
212,1071.81,0.09252,0.94311,0.99781,0.17776,0.003037,0.003037,0.003037
213,1076.29,0.07008,0.94967,0.99781,0.15819,0.003004,0.003004,0.003004
214,1080.73,0.08975,0.95624,0.99781,0.15331,0.002971,0.002971,0.002971
215,1086.52,0.08587,0.95842,0.99781,0.14614,0.002938,0.002938,0.002938
216,1093.02,0.16953,0.95624,0.99781,0.15424,0.002905,0.002905,0.002905
